,Unnamed: 0,Category,Link,News
10,10,political,https://en.setopati.com/political/160836,CPN Unified Socialist Chief Whip Met Mani Chaudhary said CPN Maoist Center CPN Unified Socialist Janata Samajwadi Party JSP soon form front Talking journalists House Representatives meeting Sunday Chaudhary said Maoist Center Unified Socialist JSP form front within 15 days said party unification also possible front moves ahead positive direction Chaudhary said working party building party unification
11,11,political,https://en.setopati.com/political/160835,CPNUML Chairman suffering fever able attend election programs byelection held three House Representatives HoR constituencies April 23 “I antibiotics taking rest residence wished participate election campaigns party’s candidates byelection held Tanahu Chitwan Bara April 23 able attend programs now” Oli posted social media Oli said go meet voters constituencies appropriate time recovers
12,12,political,https://en.setopati.com/political/160833,Narayan Prakash NP Saud sworn foreign minister President Ram Chandra Paudel administered oath office secrecy Saud Sheetal Niwas Sunday afternoon Prime Minister Pushpa Kamal Dahal Speaker Devraj Ghimire Vicepresident Ram Sahay Prasad Yadav National Assembly Chairman Ganesh Timilsina leaders also attended swearingin ceremony newlyappointed foreign minister assume office Sunday Saud central member Nepali Congress NC NC VicePresident Purna Bahadur Khadka deputy prime minister defense minister spokesperson Prakash Sharan Mahat finance minister Ramesh Rijal industry minister Sita Gurung urban development already appointed ministers party NC got eight ministers sharing portfolios among ruling coalition partners Meanwhile Nanda Chapain CPN Unified Socialist appointed minister state physical infrastructure PM Dahal administered oath office secrecy Chapain swearingin ceremony Sheetal Niwas Sunday Chapain member National Assembly Prakash Jwala Unified Socialist minister physical infrastructure
13,13,political,https://en.setopati.com/political/160832,Prime Minister Pushpa Kamal Dahal planning visit India first week May According source Baluwatar Indian Ambassador Nepal Naveen Srivastava handed Indian Prime Minister Narendra Modi’s invitation India visit PM Dahal days ago source said homework done Daha’s visit planned first week May added date yet finalized Dahal’s first foreign visit appointment prime minister third time December 25 2022
14,14,political,https://en.setopati.com/political/160831,Prime Minister PM Pushpa Kamal Dahal expand Cabinet Sunday PM Dahal expand Cabinet Sunday Nepali Congress NC wrote appoint central member NP Saud foreign minister PM Dahal already written President’s Office latter preparing swear Saud later Sunday afternoon NC President Sher Bahadur Deuba sent four ministers faction led Purna Bahadur Khadka deputy PM defense minister PM Dahal expanded Cabinet March 31 Prakash Sharan Mahat Finance Ramesh Rijal Industry Sita Gurung Urban Development ministers NC Saud also Deuba’s faction NC able finalize name remaining four ministers Shekhar Koirala faction refusing give names given least three ministers Deuba asked Koirala faction pick three ministers state minister grand old party looks set get nine ministers state minister Janamat Party unlikely join government Janamat Party left government getting Ministry Commerce Supply Industry Abdul Khan overseeing Ministry Water Supply resigned PM Dahal expanded Cabinet March 31
15,15,political,https://en.setopati.com/political/160827,Garbage Singha Durbar Shital Niwas residence prime minister remain unpicked sixth day instruction Mayor Kathmandu Metropolitan City KMC Balen Shah Manager Paribartan Nepal picks garbage Singha Durbar Mitra Ghimire told Setopati garbage remained unpicked even Friday due instruction Mayor Shah “We cannot pick garbage instructed KMC so” Ghimire stated “Garbage Singha Durbar picked today Leaders dumped Sisdole country really cleaned” Shah posted Facebook Saturday inform stopping garbage collection Taking Facebook Monday Shah blamed federal government lack coordination local government despite continuous efforts nine months “The conclusion disregard irresponsibility negligence toward repeated efforts made decision collect garbage Singha Durbar” Shah posted KMC Spokesperson Navin Manandhar told Setopati garbage would picked Singha Durbar federal government summons KMC dialogue federal government took exception Shah’s expression ‘dump Sisdole’ act stopping garbage collection Singha Durbar decided seriously draw attention Taking social media Thursday Shah stated Kathmanduites would problem even federal capital Singha Durbar shifted Kathmandu “Either work interest Kathmandu shift Singha Durbar another local body Kathmanduites don’t problem whether shift Singha Durbar capital” Shah posted
16,16,political,https://en.setopati.com/political/160824,Govinda Raj Joshi son Deepak Raj held talks Rastriya Swatantra Party RSP President Rabi Lamichhane leaders Joshi’s fatherson duo met Lamichhane RSP leaders Siddhartha Hotel along Prithvi Highway Chumlingtar Chitwan Thursday morning RSP central member told Setopati held talks April 23 byelection matters Joshi’s group “They given word unconditional support candidate Swarnim Wagle Tanahun1 byelection” RSP central member said Joshi former joint general secretary Nepali Congress NC party taken disciplinary action four years ago accused playing role NC candidate Ram Chandra Paudel’s defeat Tanahun1 2017 general election NC however withdrew disciplinary action Joshi April 2 NC President Sher Bahadur Deuba held talks Joshi’s son Deepak Raj Dhumbarahi suggested join hands move ahead together Joshi issuing statement Wednesday announced talks NC ended phase accused NC dillydallying ambiguous talk Joshi’s meeting RSP leaders comes heels failed talks NC RSP fielded Wagle candidate April 23 byelection Tanahun1 Joshi contested November 20 general election Tanahun1 received 6878 votes lost Ram Chandra Paudel Joshi’s group fielded candidate byelection Expelled NC leaders still active politics Tanahun calling NC Independent Group NC BP Society still use flag NC Deepak Raj run mayor Vyas Municipality last year’s local election CPNUML also supported received 11826 votes Deepak Raj claimed talk byelection meeting RSP group led Lamichhane “Swarnim friend met friends” Deepak Raj said “There wasn’t really much talk byelection” said even issued statement urging Tanahun’s voters use discretion casting ballots “We haven’t fielded official candidate independent Tanahun members particular party” statement says “We also urge wellwishers vote elect candidate capable intellectual uphold Tanahun’s prestige Nepali politics” NC fielded Govinda Bhattarai Tanahun1 UML fielded Sarbendra Khanal
17,17,political,https://en.setopati.com/political/160823,Nepali Congress NC President Sher Bahadur Deuba agreed give three ministers state minister faction Shekhar Koirala ruling coalition decided give eight ministries grand old party Cabinet Prime Minister PM Pushpa Kamal Dahal Deuba sent four ministers faction led Purna Bahadur Khadka deputy PM defense minister PM Dahal expanded Cabinet March 31 Prakash Sharan Mahat Finance Ramesh Rijal Industry Sita Gurung Urban Development ministers NC NC able finalize name remaining four ministers Koirala faction refusing give names given least three ministers Deuba asked Koirala faction pick three ministers state minister faction held meeting Koirala’s secretariat Thursday morning leaders agreed pick ministers per standard set central working committee send least one minister seven provinces “We took stand demanding least three ministers antiestablishment faction NC got eight ministries party looks set get nine ministers state minister Janamat Party doesn’t seem likely join government” lawmaker attended meeting told Setopati “We pick three ministers state minister give names president” Janamat Party left government getting Ministry Commerce Supply Industry Abdul Khan overseeing Ministry Water Supply resigned PM Dahal expanded Cabinet March 31
18,18,political,https://en.setopati.com/political/160822,Mayor Kathmandu Metropolitan City KMC Balen Shah asked federal government shift Singha Durbar another local body work benefit Kathmandu Taking social media Thursday unilaterally stopped collection garbage Singha Durbar Shital Niwas residence ministers Sunday stated Kathmanduites problem even federal capital Singha Durbar shifted Kathmandu “Either work interest Kathmandu shift Singha Durbar another local body Kathmanduites don’t problem whether shift Singha Durbar capital” Shah posted added people Kathmandu want heritage culture arts civilization politics Mayor Shah taken Facebook Saturday even announce stopping collection garbage Singha Durbar taking everyone including Deputy Mayor Sunita Dangol surprise Taking Facebook day unilaterally stopped collection garbage Singha Durbar Shah blamed federal government lack coordination local government despite continuous efforts nine months “The conclusion disregard irresponsibility negligence toward repeated efforts made decision collect garbage Singha Durbar” Shah posted urged federal government untie knots resolution local problems local level “How say government listen another government people’s representatives understand prioritize problems accept existence one another say federal government strengthening federalism” also listed efforts made coordinate 14 different federal ministries resolve problems including management squatters traffic lights footpath encroached diplomatic missions hospitals expansion Ring Road street lights others failed yield results due apathy federal government Garbage collected even residence president prime minister federal ministers Sunday Shah discuss issue elected representatives KMC staffers took decision unilaterally organization named Paribartan Nepal collects garbage Singha Durbar Manager organization Mitra Ghimire told Setopati Mayor Shah instructed body collect garbage
19,19,political,https://en.setopati.com/political/160821,decision Rastriya Swatantra Party RSP replace Dhaka Kumar Shrestha elected House Representatives HoR Proportional Representation electoral system Bindabasini Kansakar created grievances party Central member Megh Ale expressed disappointment pointing name Shrestha indigenous male cluster closed list PR lawmakers sent party Election Commission general election party formed Rabi Lamichhane election held voting among central members determine ranking leaders PR list “I struggle within party party appears good mindset people move forward agreement election environment” Ale told Setopati asked lodge complaint Election Commission stated “I try understand issue talk complaining” party’s central committee meeting held Wednesday decided punish Shrestha audio recording purportedly demanding Rs 20 million promoter BC Medical College Durga Prasai made public send acid attack victim Bindabasini Kansakar HoR member PR electoral system replace Shrestha Kapurbot Media Sunday published audio recording claims deal Shrestha Prasai Shrestha heard telling Prasai amount needed give RSP President Rabi Lamichhane’s men Shrestha become health minister conversation took place start January Prasai informs audio RSP negotiating ruling coalition also including CPNUML get Health Ministry Shrestha heard telling Prasai Lamichhane would make heath minister hands Rs 2025 million Lamichhanes men
